URL,Title,Location,Price,Bedrooms,Bathrooms,Area,PropertyType
https://www.mawa.om/en/rent/2-br-excellent-flat-for-rent-with-pool-bousher-1730785381-4043,2 BR Excellent Flat for Rent With Pool – Bousher,"Bawshar, Muscat, Oman",570 OMR,2,3,,Apartment
https://www.mawa.om/en/rent/6-1-br-incredible-villa-in-mawaleh-for-rent-1722847529-1041,6 + 1 BR Incredible Villa in Mawaleh for Rent,"Al Mawaleh, Muscat, Oman",600 OMR,6,6,,Villa
https://www.mawa.om/en/rent/commercial-office-shop-for-rent-al-maabilah-ref-989ib-1745746193-2285,Commercial Office & Shop for Rent Al Maabilah | REF 989iB,"Al Maabilah, Muscat, Oman",Price on request,,,,Commercial
https://www.mawa.om/en/rent/for-rent-open-space-in-al-jasmine-mall-al-khwuair-1605512308-8638,"For Rent Open Space In al Jasmine mall, Al-Khwuair","Al Khuwair, Muscat, Oman",617 OMR,Open space,,95 sqr mtr,Serviced Office Spaces
https://www.mawa.om/en/rent/for-rent-flat-in-al-aziba-1603971186-2292,For Rent Flat In Al Aziba,"Azaiba, Muscat, Oman",185 OMR,1,1,80 sqr mtr,Studio Apartment
https://www.mawa.om/en/rent/luxurious-furnished-1bhk-apartment-available-for-rent-in-muscat-hills-at-boulevard-tower-1697347538-5786,Luxurious Furnished 1BHK Apartment available for Rent In Muscat Hills at Boulevard Tower,"Muscat Hills, Muscat, Oman",600 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/five-bedroom-villa-shatti-al-qurum-1720445459-4079,"Five bedroom villa, Shatti Al Qurum","Shatti Al Qurum, Muscat, Oman","1,800 OMR",5,5,,Villa
https://www.mawa.om/en/rent/great-villa-for-rent-in-al-ansab-ref-390tb-1722847670-748,Great Villa for Rent in Al Ansab | REF 390TB,"Ansab, Muscat, Oman",550 OMR,5,6,,Villa
https://www.mawa.om/en/rent/600-sq-m-private-office-space-in-qurum-1704006731-5330,600 SQ M Private Office Space in Qurum,"Qurum, Muscat, Oman","2,880 OMR",,,,Office Space
https://www.mawa.om/en/rent/shop-for-rent-in-al-mawaleh-south-ref-587yb-1724560619-3034,Shop for Rent in Al Mawaleh South |REF 587YB,"Al Mawaleh South, Muscat, Oman","2,000 OMR",,,,Commercial
https://www.mawa.om/en/rent/two-bedroom-apartment-muscat-hills-1747571459-4665,"Two bedroom apartment , Muscat Hills","Muscat Hills, Muscat, Oman",550 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/2-br-cozy-apartment-in-al-khuwair-nearby-amenities-1730785406-9645,2 BR Cozy Apartment in Al Khuwair – Nearby Amenities,"Al Khuwair, Muscat, Oman",250 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/type-ras-asaylah-townhouse-al-mouj-muscat-1720444105-7632,"Type Ras Asaylah townhouse, Al Mouj Muscat","Al Mouj, Muscat, Oman",850 OMR,3,2,,Villa
https://www.mawa.om/en/rent/2-br-impressive-brand-new-marina-view-apartment-in-al-mouj-juman-2-1723985642-7643,2 BR Impressive Brand New Marina View Apartment in Al Mouj – Juman 2,"Al Mouj, Muscat, Oman","1,150 OMR",2,3,,Apartment
https://www.mawa.om/en/rent/4br-villa-for-rent-in-mawaleh-1685592640-8767,4BR villa for rent in mawaleh,"Al Mawaleh, Muscat, Oman",550 OMR,4,4,,Villa
https://www.mawa.om/en/rent/2bhk-high-quality-flat-athaiba-main-road-prime-location-azaiba-1685537934-6728,2BHK High Quality Flat Athaiba Main Road Prime Location Azaiba,"Azaiba, Muscat, Oman",375 OMR,2,2,110 sqr mtr,Apartment
https://www.mawa.om/en/rent/1-br-great-apartment-al-khuwair-with-nearby-amenities-1738488163-9566,1 BR Great Apartment Al Khuwair with Nearby Amenities,"Al Khuwair, Muscat, Oman",225 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/excellent-showroom-in-shatti-al-qurum-ref-687am-1722847843-971,Excellent Showroom in Shatti Al Qurum | REF 687AM,"Shatti Al Qurum, Muscat, Oman","11,900 OMR",,,1400 sqr mtr,Commercial
https://www.mawa.om/en/rent/sea-view-furnished-apartment-for-rent-in-al-mouj-ref-38ic-1748516179-8869,Sea View furnished Apartment for rent in Al Mouj| REF 38iC,"Al Mouj, Muscat, Oman","1,600 OMR",4,4,,Apartment
https://www.mawa.om/en/rent/for-rent-flat-in-al-qurum-1603970342-888,For Rent Flat In Al Qurum,"Qurum, Muscat, Oman",310 OMR,2,3,170 sqr mtr,Apartment
https://www.mawa.om/en/rent/3-br-elegant-apartment-ruwi-1-month-free-1730785567-4943,3 BR Elegant Apartment – Ruwi (1 Month Free),"Ruwi, Muscat, Oman",400 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/fully-furnished-two-bedroom-apartment-muscat-hills-1693225578-2738,"Fully furnished two bedroom apartment, Muscat Hills","Muscat Hills, Muscat, Oman",675 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/modern-townhouse-for-rent-in-al-hail-north-ref-636gh-1722847493-432,Modern Townhouse for Rent in Al Hail North | REF 636GH,"Al Hail North, Muscat, Oman",450 OMR,3,4,,Villa
https://www.mawa.om/en/rent/2-br-fully-furnished-apartment-in-bosher-including-amenities-1745323566-8407,2 BR Fully Furnished Apartment in Bosher including Amenities,"Bawshar, Muscat, Oman",500 OMR,2,3,,Apartment
https://www.mawa.om/en/rent/beautiful-four-bedroom-villa-madinat-al-illam-1728283337-420,"Beautiful Four Bedroom Villa, Madinat Al Illam","Madinat al Ilam, Muscat, Oman","1,800 OMR",4,4,,Villa
https://www.mawa.om/en/rent/79-sqm-office-in-muscat-hills-excellent-location-1744723429-3853,79 SQM Office in Muscat Hills – Excellent Location,"Muscat Hills, Muscat, Oman",553 OMR,,,,Office Space
https://www.mawa.om/en/rent/for-rent-studio-in-al-azaiba-1606724917-2806,For Rent Studio In Al Azaiba,"Al Azaiba South, Muscat, ...",200 OMR,1,1,95 sqr mtr,Apartment
https://www.mawa.om/en/rent/big-spacious-villa-floor-available-with-3-rooms-for-rent-in-azaiba-1697347520-600,Big & Spacious Villa floor available with 3 Rooms for Rent in Azaiba,"Azaiba, Muscat, Oman",480 OMR,3,5,,Villa
https://www.mawa.om/en/rent/amazing-townhouse-for-rent-in-bosher-ref-395kh-1722847717-5845,Amazing Townhouse for Rent in Bosher | REF 395KH,"Bawshar, Muscat, Oman",550 OMR,6,7,,Villa
https://www.mawa.om/en/rent/1-br-elegant-apartment-in-ruwi-with-shared-gym-1730785581-6869,1 BR Elegant Apartment in Ruwi – with Shared Gym,"Ruwi, Muscat, Oman",225 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/brand-new-commercial-building-for-rent-in-al-khoud-6-ref-261sb-1722847474-6789,Brand New Commercial Building for Rent in Al Khoud 6| REF 261SB,"Al Khoud, Muscat, Oman","17,000 OMR",,8,,Whole Building
https://www.mawa.om/en/rent/grand-standalone-villa-for-rent-in-azaiba-ref-896yb-1738828795-1649,Grand Standalone villa for Rent in Azaiba | REF 896YB,"Azaiba, Muscat, Oman","2,000 OMR",7,8,,Villa
https://www.mawa.om/en/rent/three-bedroom-apartment-ghubra-1720445497-4486,"Three bedroom apartment, Ghubra",,450 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/cozy-apartments-for-rent-in-al-qurum-ref-469tb-1722847792-9398,Cozy Apartments for Rent in Al Qurum | REF 469TB,"Qurum, Muscat, Oman",250 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/furnished-apartment-for-rent-in-al-qurum-ref-80bc-1752145800-8827,Furnished Apartment for Rent in Al Qurum| REF 80BC,"Qurum, Muscat, Oman",300 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/330-600-sqm-showroom-for-rent-at-azaiba-with-amenities-nearby-1729659319-2827,330-600 SQM Showroom for Rent at Azaiba with Amenities Nearby,"Azaiba, Muscat, Oman","4,800 OMR",,,,Showroom
https://www.mawa.om/en/rent/huge-showrooms-for-rent-in-ruwi-ref-997ga-1722847000-3573,Huge Showrooms for Rent in Ruwi | REF 997GA,"Ruwi, Muscat, Oman","12,000 OMR",,,3550 sqr mtr,Commercial
https://www.mawa.om/en/rent/60-sqm-office-near-british-council-in-madinat-sultan-qaboos-1734323655-8959,60 sqm Office Near British Council in Madinat Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat, Oman",450 OMR,,,,Office Space
https://www.mawa.om/en/rent/1bhk-furnished-flat-for-rent-in-gubrah-north-close-to-beach-1685591483-7069,1BHK Furnished Flat for Rent in Gubrah North close to beach,"Ghubrah, Muscat, Oman",300 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/2bhk-fully-furnished-flat-for-rent-in-gubrah-north-close-to-beach-1707290201-735,2BHK Fully Furnished Flat for Rent in Gubrah North close to beach,"Ghubrah, Muscat, Oman",400 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/four-bedroom-twin-villa-al-hail-north-1678597611-1219,"Four Bedroom Twin Villa, Al Hail North","Al Hail North, Muscat, Oman",850 OMR,4,3,,Villa
https://www.mawa.om/en/rent/3bhk-apartment-available-for-rent-in-al-khuwair-1688475829-958,3BHK Apartment available for Rent in Al Khuwair,"Al Khuwair, Muscat, Oman",350 OMR,3,4,,Apartment
https://www.mawa.om/en/rent/new-staff-accommodation-for-rent-sale-in-al-rusayl-ref-790nb-1731493385-3672,New Staff Accommodation for Rent & Sale in Al Rusayl | REF 790NB,"Al Rusayl, Muscat, Oman","3,700 OMR",Open space,9,1026 sqr mtr,Whole Building
https://www.mawa.om/en/rent/lovely-townhouse-for-rent-in-mq-ref-453gh-1722845699-8956,Lovely Townhouse for Rent in MQ | REF 453GH,,700 OMR,4+1,5,,Villa
https://www.mawa.om/en/rent/for-rent-office-space-in-al-qurum-1607175788-8871,For Rent Office Space In Al-Qurum,"Qurum, Muscat, Oman",700 OMR,Open space,2,140 sqr mtr,Penthouse
https://www.mawa.om/en/rent/beach-front-townhouse-for-rent-in-al-hail-north-ref-348ba-1750160743-3540,Beach front Townhouse for Rent in Al Hail North| REF 348BA,"Al Hail North, Muscat, Oman",550 OMR,4,6,,Villa
https://www.mawa.om/en/rent/beautiful-4brmaidroom-villa-for-rent-in-al-hail-north-1685592790-5800,Beautiful 4BR+Maidroom Villa for Rent in Al Hail North,"Al Hail, Muscat, Oman",500 OMR,4,5,,Villa
https://www.mawa.om/en/rent/2-br-nice-apartment-in-ghubra-with-shared-gym-1744722016-1604,2 BR Nice Apartment in Ghubra with Shared Gym,,380 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/4-br-maids-room-villa-al-hail-north-with-amenities-1744723573-3566,4 BR + Maid’s Room Villa– Al Hail North with Amenities,"Al Hail, Muscat, Oman",450 OMR,4,3,,Villa
https://www.mawa.om/en/rent/fully-furnished-apartment-for-rent-in-bosher-ref-563bb-1723441975-3133,Fully Furnished Apartment for Rent in Bosher | REF 563BB,"Bawshar, Muscat, Oman",350 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/2-bhk-in-bosher-qabayel-discount-center-building-new-1594803470-2188,2 bhk apartment  for rent in bosher qabayel discount center building (new),"Bawshar, Muscat, Oman",300 OMR,2,3,1 sqr mtr,Apartment
https://www.mawa.om/en/rent/3br-maidroom-villa-for-rent-in-shatti-al-qurum-1685592701-3925,3BR + maidroom Villa for Rent in Shatti al Qurum,"Shatti Al Qurum, Muscat, Oman",550 OMR,3,4,,Villa
https://www.mawa.om/en/rent/sea-view-villa-for-rent-in-al-hail-north-ref-921ib-1-1743067341-7036,Sea View Villa for Rent in Al Hail North | REF 921iB-1,"Al Hail North, Muscat, Oman",650 OMR,5,6,,Villa
https://www.mawa.om/en/rent/for-rent-studio-in-al-khuwair-1606736771-9805,For Rent Studio In Al Khuwair,"Al Khuwayr South, Muscat,...",200 OMR,1,1,60 sqr mtr,Apartment
https://www.mawa.om/en/rent/2bhk-spacious-flat-for-rent-near-by-indian-school-ghubra-1-month-free-1625466747-3319,2 Bedroom  Spacious flat for rent near by Indian School Ghubra  free wifi,"Ghubrah North, Muscat, Oman",230 OMR,2,2,110 sqr mtr,Apartment
https://www.mawa.om/en/rent/huge-5-bedroom-furnished-villa-azaiba-beach-front-1747571659-7063,"Huge 5-bedroom furnished villa, Azaiba Beach Front","Azaiba, Muscat, Oman","1,600 OMR",5,6,,Villa
https://www.mawa.om/en/rent/beautiful-studio-flat-available-for-rent-in-qurum-1707290280-9468,Beautiful Studio Flat available for Rent in Qurum,,150 OMR,,,,Apartment
https://www.mawa.om/en/rent/5-br-1-maids-room-villa-for-rent-in-compound-qurum-1729659525-1106,"5 BR + 1 Maid’s Room Villa for Rent in Compound, Qurum","Qurum, Muscat, Oman","1,100 OMR",5,6,,Villa
https://www.mawa.om/en/rent/penthouse-apartment-for-rent-in-al-khuwair-ref-89gm-1722847813-2489,Penthouse Apartment for Rent in Al Khuwair | REF 89GM,"Al Khuwair, Muscat, Oman",500 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/good-standalone-villa-for-rent-in-madinat-illam-ref-705ib-1734422908-4122,Good Standalone Villa for Rent in Madinat illam | REF 705iB,"Madinat al Ilam, Muscat, Oman","1,200 OMR",6,5,300 sqr mtr,Villa
https://www.mawa.om/en/rent/2-1-br-furnished-freehold-apartment-in-jebel-sifah-1720441305-6142,2 + 1 BR Furnished Freehold Apartment in Jebel Sifah,"Al Sifah, Muscat, Oman","110,000 OMR",2,3,,Apartment
https://www.mawa.om/en/rent/office-space-available-for-rent-in-gubrah-1685591550-3120,Office Space available for Rent in Gubrah,"Ghubrah, Muscat, Oman",795 OMR,,,265 sqr mtr,Office Space
https://www.mawa.om/en/rent/2-br-great-apartment-al-khuwair-amenities-nearby-1730785459-8904,2 BR Great Apartment Al Khuwair – Amenities Nearby,"Al Khuwair, Muscat, Oman",220 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/elegant-townhouse-for-rent-in-al-seeb-ref-777gh-1722847913-7801,Elegant Townhouse for Rent in Al Seeb | REF 777GH,"Seeb, Muscat, Oman",450 OMR,4,6,1 sqr mtr,Villa
https://www.mawa.om/en/rent/apartment-for-rent-in-al-mouj-at-al-meria-north-ref-71gb-1722847113-7404,Apartment for Rent in Al Mouj at (Al Meria North) | REF 71GB,"Al Mouj, Muscat, Oman","1,150 OMR",3,2,,Apartment
https://www.mawa.om/en/rent/for-rent-offices-spaces-in-al-qurum-1607175640-2244,For Rent Offices Spaces In Al Qurum,"Qurum, Muscat, Oman",425 OMR,Open space,2,85 sqr mtr,Office Space
https://www.mawa.om/en/rent/for-rent-commercial-villa-in-al-khuwair-1603962948-8903,For Rent Commercial Villa In Al Khuwair Muscat,"Al Khuwair South, Muscat, Oman","2,000 OMR",7,6,350 sqr mtr,Commercial Villa
https://www.mawa.om/en/rent/2bhk-furnished-flat-for-rent-in-gubrah-north-close-to-beach-1685591635-3478,2BHK Furnished Flat for Rent in Gubrah North close to beach,"Ghubrah, Muscat, Oman",400 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/2hk-flat-available-for-rent-in-al-khuwair-1687177877-1746,2HK Flat available for Rent in Al Khuwair,"Al Khuwair, Muscat, Oman",225 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/for-rent-flat-in-al-khuwair-1603961044-200,For Rent Flat In Al Khuwair,"Al Khuwair, Muscat, Oman",225 OMR,1,2,75 sqr mtr,Apartment
https://www.mawa.om/en/rent/nice-shops-for-rent-in-bosher-ref-438gb-1722847730-5785,Nice Shops for Rent in Bosher | REF 438GB,"Bawshar, Muscat, Oman",352 OMR,,,,Commercial
https://www.mawa.om/en/rent/great-standalone-villa-for-sale-in-al-ansab-ref-11tb-1723363169-7576,Great Standalone Villa for Sale in Al Ansab | REF 11TB,"Ansab, Muscat, Oman","108,000 OMR",5,6,,Villa
https://www.mawa.om/en/rent/office-space-one-person-in-maktabi-business-center-wattayah-for-rent-1644911511-5281,Office Space One Person in Maktabi Business Center Wattayah FOR RENT,"Wattayyah, Muscat, Oman",190 OMR,,,,Office Space
https://www.mawa.om/en/rent/4brmaidroom-villa-for-rent-in-madinat-qaboos-1685592827-1256,4BR+Maidroom Villa For Rent in Madinat Qaboos,"Madinat As Sultan Qaboos, Muscat, Oman",700 OMR,4,5,,Villa
https://www.mawa.om/en/rent/one-bedroom-fully-furnished-apartment-bareeq-al-shatti-building-muscat-oman-1726558662-2846,"One Bedroom Fully Furnished Apartment, Bareeq Al Shatti building Muscat-Oman","Shatti Al Qurum, Muscat, Oman",350 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/2-br-great-apartment-in-mbd-1744788318-7337,2 BR Great Apartment in MBD,"Ruwi, Muscat, Oman",210 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/2-bhk-flat-for-rent-in-al-khuwair-1685588857-3263,2 BHK Flat for Rent in Al kHuwair,"Al Khuwair, Muscat, Oman",200 OMR,2,2,100 sqr mtr,Apartment
https://www.mawa.om/en/rent/elegant-standalone-villa-for-rent-in-al-ghubra-north-ref-479yb-1722847809-9085,Elegant Standalone Villa for Rent in Al Ghubra North | REF 479YB,,900 OMR,7+2,8,,Villa
https://www.mawa.om/en/rent/for-rent-villa-in-al-azaiba-1608039888-6970,"villa For Rent Villa In Al Azaiba, Muscat, 7 BHK","Azaiba, Muscat, Oman",850 OMR,5,7,500 sqr mtr,Villa
https://www.mawa.om/en/rent/warehouse-for-rent-in-ghala-on-the-main-read-1600770730-8469,Warehouse for rent in Ghala - on the main read.,"Ghala, Muscat, Oman","3,500 OMR",,1,1050 sqr mtr,Warehouse
https://www.mawa.om/en/rent/1-br-maids-room-cozy-apartment-bowsher-with-amenities-1744721359-8822,1 BR + Maid’s Room Cozy Apartment – Bowsher with Amenities,"Bawshar, Muscat, Oman",395 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/excellent-commercial-salon-for-rent-in-mq-ref-310mb-1722847520-9149,Excellent Commercial Salon for Rent in MQ | REF 310MB,,"2,000 OMR",,,,Commercial
https://www.mawa.om/en/rent/multiple-office-spaces-located-in-duqm-for-rent-250-400-sqm-1708317466-7508,Multiple Office Spaces Located in Duqm for Rent - 250-400 SQM,,"2,200 OMR",,,,Office Space
https://www.mawa.om/en/rent/primary-location-shop-for-rent-in-al-khoud-6-ref-260gb-1722847861-1341,Primary location Shop for Rent in Al Khoud 6 | REF 260GB,"Al Khoud, Muscat, Oman","1,500 OMR",,,,Commercial
https://www.mawa.om/en/rent/4-br-maids-room-storage-room-stunning-villa-in-muscat-hills-1738487890-2245,4 BR + Maid’s Room + Storage Room Stunning Villa in Muscat Hills,"Muscat Hills, Muscat, Oman","1,300 OMR",4,6,,Villa
https://www.mawa.om/en/rent/commercial-showroom-for-rent-in-bosher-ref-859me-1722846244-9507,Commercial Showroom For Rent in Bosher |REF 859ME,"Bawshar, Muscat, Oman","1,300 OMR",,,,Commercial
https://www.mawa.om/en/rent/budoor-near-ghala-industrial-estate-two-bedroom-apartments-1693225743-1109,"Budoor, near Ghala Industrial Estate, two bedroom apartments","Ghala, Muscat, Oman",215 OMR,2,,,Apartment
https://www.mawa.om/en/rent/furnished-apartment-for-rent-in-bosher-ref-230me-1746424655-1118,Furnished Apartment for Rent in Bosher| REF 230ME,"Bawshar, Muscat, Oman",400 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/4-br-spacious-modern-villa-in-qurum-1733054104-5480,4 BR Spacious Modern Villa in Qurum,"Qurum, Muscat, Oman","1,000 OMR",4,5,,Villa
https://www.mawa.om/en/rent/showroom-shop-for-rent-in-al-khoud-ref-444yb-1715506399-6047,Showroom & Shop for Rent in Al Khoud |REF 444YB,"Al Khoud, Muscat, Oman",550 OMR,,,125 sqr mtr,Shop
https://www.mawa.om/en/rent/budget-apartment-for-rent-in-al-khuwair-ref-955tb-1744272539-2043,Budget Apartment for Rent in Al Khuwair | REF 955TB,"Al Khuwair, Muscat, Oman",200 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/shops-for-rent-in-al-mawaleh-south-ref-411yb-1722847696-2563,Shops for Rent in Al Mawaleh South | REF 411YB,"Al Mawaleh South, Muscat, Oman","1,000 OMR",,,,Commercial
https://www.mawa.om/en/rent/al-qurum-3-bedroom-townhouse-1738153334-2116,Al Qurum - 3 Bedroom Townhouse,"Qurum, Muscat, Oman","1,200 OMR",3,4,,Villa
https://www.mawa.om/en/rent/2-br-cozy-apartment-in-al-khuwair-33-nearby-technical-college-1738487870-4891,2 BR Cozy Apartment in Al Khuwair 33 Nearby Technical College,"Al Khuwair, Muscat, Oman",220 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/commercial-apartment-for-rent-in-maabilah-ref-5tc-1746104585-4398,Commercial Apartment for Rent in Maabilah| REF 5TC,"Al Maabilah, Muscat, Oman",200 OMR,2,2,,Commercial
https://www.mawa.om/en/rent/two-bedroom-type-b25-apartment-marsa-gardens-al-mouj-1708259382-5057,"Two bedroom type B25 apartment, Marsa Gardens, Al Mouj","Al Mouj, Muscat, Oman",600 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/6-br-1-maids-room-beautiful-villa-for-rent-in-qurum-compound-1730783387-6289,6 BR + 1 Maid’s Room Beautiful Villa for Rent in Qurum – Compound,"Qurum, Muscat, Oman","1,700 OMR",6,7,,Villa
https://www.mawa.om/en/rent/furnished-offices-ocean-business-centre-1599996121-1161,Furnished Offices - Ocean Business Centre,"Al Khuwair, Muscat, Oman",115 OMR,,,4 sqr mtr,Office Space
https://www.mawa.om/en/rent/4-br-maid-room-wonderful-villa-in-madinat-al-ilam-1744788963-9447,4 BR + Maid Room Wonderful Villa in Madinat Al Ilam,"Madinat al Ilam, Muscat, Oman",800 OMR,4,5,,Villa
https://www.mawa.om/en/rent/1-br-fully-furnished-apartment-the-gardens-1-al-mouj-1744722407-4685,"1 BR Fully Furnished Apartment | The Gardens 1, Al Mouj","Al Mouj, Muscat, Oman",550 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/1-br-comfortable-apartment-for-rent-ruwi-near-oc-centre-1730785541-2924,1 BR Comfortable Apartment for Rent – Ruwi (Near OC Centre),"Ruwi, Muscat, Oman",180 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/elegant-townhouse-for-rent-in-mq-ref-574yb-1723985411-6921,Elegant Townhouse for Rent in MQ | REF 574YB,,550 OMR,3,3,,Villa
https://www.mawa.om/en/rent/beautiful-apartment-for-rent-in-al-khuwair-ref-257ba-1715779068-8469,Beautiful Apartment for Rent in Al Khuwair| REF 257BA,"Al Khuwair, Muscat, Oman",390 OMR,3,3,100 sqr mtr,Apartment
https://www.mawa.om/en/rent/beautiful-10br-villa-for-rent-in-wadi-kabir-near-indian-school-1685592908-133,Beautiful 10BR Villa for rent in Wadi Kabir near Indian school,"Al Wadi Al Kabir, Muscat, Oman","1,100 OMR",10,10,,Villa
https://www.mawa.om/en/rent/warehouse-for-rent-in-misfah-ref-181bb-1722847320-5625,Warehouse for Rent in Misfah | REF 181BB,"Misfah, Muscat, Oman",3 OMR,,1,,Commercial
https://www.mawa.om/en/rent/100-sq-m-office-space-in-qurum-1704006745-735,100 SQ M Office Space in Qurum,"Qurum, Muscat, Oman",400 OMR,,,,Office Space
https://www.mawa.om/en/rent/3-br-charming-apartment-in-ruwi-with-balconies-1730785513-8614,3 BR Charming Apartment in Ruwi with Balconies,"Ruwi, Muscat, Oman",400 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/huge-office-space-for-rent-in-al-khuwair-ref-353yb-1722847588-5533,Huge Office Space for Rent in Al Khuwair |REF 353YB,"Al Khuwair, Muscat, Oman","3,500 OMR",,3,,Commercial
https://www.mawa.om/en/rent/admirable-townhouse-for-rent-in-mq-ref-418gm-1722847687-6316,Admirable Townhouse for Rent in MQ | REF 418GM,"Qurum, Muscat, Oman",550 OMR,3,3,,Villa
https://www.mawa.om/en/rent/beautiful-2bhk-apartment-for-rent-in-gubrah-south-1698212694-1998,Beautiful 2BHK Apartment for Rent in Gubrah South,"Ghubrah, Muscat, Oman",290 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/4-br-maids-room-luxury-villa-with-private-pool-shatti-al-mouj-1744788995-6193,4 BR + Maid’s Room Luxury Villa with Private Pool – Shatti Al Mouj,"Al Mouj, Muscat, Oman","2,500 OMR",4,5,,Apartment
https://www.mawa.om/en/rent/for-rent-hotel-apartment-in-al-wadi-al-kaber-1605682968-6331,For Rent Hotel Apartment In Al wadi Al Kaber,"Wadi Kabir, Muscat, Oman",390 OMR,1,1,55 sqr mtr,Studio Apartment
https://www.mawa.om/en/rent/spacious-standalone-villa-for-rent-in-azaiba-ref-26mc-1747203856-3195,Spacious Standalone Villa for Rent in Azaiba| REF 26MC,"Azaiba, Muscat, Oman","4,000 OMR",4,5,,Villa
https://www.mawa.om/en/rent/grade-a-offices-with-high-end-tenant-mix-1612880219-7956,Grade A Offices with High End Tenant Mix,"Shatti Al Qurum, Muscat, Oman",7 OMR,,,,Office Space
https://www.mawa.om/en/rent/for-rent-flat-in-al-khuwair-1603960801-7719,For Rent  Flat In Al-khuwair,"Al Khuwair South, Muscat, Oman",250 OMR,2,3,120 sqr mtr,Apartment
https://www.mawa.om/en/rent/luxury-independent-villa-for-rent-in-mq-1685588838-4151,Luxury Independent villa for Rent in MQ.,"Madinat As Sultan Qaboos, Muscat, Oman",750 OMR,4,5,350 sqr mtr,Villa
https://www.mawa.om/en/rent/premium-office-address-with-spectacular-sea-views-1612881211-1565,Premium Office Address with Spectacular Sea Views in Shatti Al Qurum,"Shatti Al Qurum, Muscat, Oman",10 OMR,,,,Office Space
https://www.mawa.om/en/rent/109-sqm-44-sqm-balcony-road-facing-shop-bawsher-1738488797-3369,109 SQM + 44 SQM Balcony Road-Facing Shop – Bawsher,"Bawshar, Muscat, Oman","1,200 OMR",,,,Shop
https://www.mawa.om/en/rent/2-br-ground-floor-brand-new-flat-in-al-mouj-with-garden-1744722599-8129,2 BR Ground Floor Brand New Flat in Al Mouj with Garden,"Al Mouj, Muscat, Oman","1,250 OMR",2,2,,Apartment
https://www.mawa.om/en/rent/3-br-spacious-flat-in-wadi-kabir-1744722583-8125,3 BR Spacious Flat in Wadi Kabir,"Al Wadi Al Kabir, Muscat, Oman",240 OMR,3,4,,Apartment
https://www.mawa.om/en/rent/type-1f-one-bedroom-first-floor-fully-furnished-luban-apartment-al-mouj-muscat-1720444310-5342,"Type 1F, one bedroom first floor fully furnished, Luban apartment, Al Mouj Muscat","Al Mouj, Muscat, Oman",600 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/3-br-charming-flat-in-ruwi-1717508650-2628,3 BR Charming Flat in Ruwi,"Ruwi, Muscat, Oman",290 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/great-standalone-villa-for-rent-in-azaiba-ref-919mb-1741076704-8264,Great Standalone Villa for Rent in Azaiba | REF 919MB,"Azaiba, Muscat, Oman","2,000 OMR",7,7,,Villa
https://www.mawa.om/en/rent/3-br-maids-room-furnished-commercial-villa-in-al-hail-w-pool-1738488323-6349,3 BR + Maid’s Room Furnished Commercial Villa in Al Hail - w/ Pool,"Al Hail, Muscat, Oman",900 OMR,3,3,,Villa
https://www.mawa.om/en/rent/2-br-fantastic-apartment-for-rent-ghala-1717506334-728,2 BR Fantastic Apartment for Rent – Ghala,"Ghala, Muscat, Oman",285 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/nice-shop-for-rent-in-al-azaiba-ref-371bb-1722847625-6730,Nice Shop for Rent in Al Azaiba |REF 371BB,"Azaiba, Muscat, Oman",750 OMR,,,,Commercial
https://www.mawa.om/en/rent/2-bedrooms-maid-with-gym-for-rent-in-salam-garden-mq-1685539073-8215,2 Bedrooms + Maid With Gym for Rent in Salam Garden MQ,"Madinat As Sultan Qaboos, Muscat, Oman",600 OMR,2,3,135 sqr mtr,Apartment
