title,price,location,area,bathrooms,bedrooms
"1 bedroom available for 5 months, please refer to the description",120.0,"Al Khuwair, Muscat•",150.0,2.0,2.0
Ruwi Mumtaz Area Rent 7bhk,340.0,"Ruwi, Muscat•",220.0,6.0,7.0
شقة حديثة البناء للإيجار,190.0,"Al Maabilah, Muscat•",130.0,3.0,3.0
صلاله,20.0,"Salalah, Dhofar•",60.0,1.0,1.0
Flat for rent families only near nesto HM,120.0,"Sohar, Al Batinah•",102.0,2.0,2.0
فلل وشقق للايجار خريف ظفار صلالة,80.0,"Salalah, Dhofar•",600.0,8.0,8.0
منزل للإيجار في المعبيلة الثامنة,,"Al Seeb, Muscat•",600.0,4.0,3.0
room for rent in Aaziba,135.0,"Azaiba, Muscat•",250.0,1.0,1.0
flats  for rent  at duqm,180.0,"Al Duqum, Al Wusta•",110.0,3.0,2.0
شقق راقيه وجديدة  للإيجار الدقم دقم,,"Al Duqum, Al Wusta•",110.0,3.0,2.0
شقة مفروشة بالمعبيلة الجنوبية اليوم 10 ريال. الشهر 200 95269933,200.0,"Al Maabilah, Muscat•",90.0,3.0,2.0
منزل للايجار اليومي بالاشخرة,25000.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",400.0,,
Room for rent for bachelor,,"Al Maabilah, Muscat•",150.0,1.0,2.0
الخوير,150.0,"Al Khuwair, Muscat•",70.0,1.0,1.0
العذيبه,250.0,"Azaiba, Muscat•",150.0,1.0,1.0
Single big room with attached bathroom- with water and electricity,,"Al Hamriyah, Muscat•",225.0,1.0,1.0
vila for family near to sohar University and sawihra round about,230.0,"Sohar, Al Batinah•",181.0,3.0,3.0
سعادة الشماليه,15.0,"Salalah, Dhofar•",200.0,1.0,2.0
مكاتب للايجار اول شهر مجاني ف الخوير,,"Al Khuwair, Muscat•",142.0,,
شقق للايجار في المعبيلة قريب نستو,165.0,"Al Maabilah, Muscat•",100.0,3.0,2.0
"Affordable 3BHK Apartment for Rent – Behind Oasis Mall, Sohar",150.0,"Sohar, Al Batinah•",100.0,3.0,3.0
Brand new villa for Rent - 94690077,260.0,"Sohar, Al Batinah•",1000.0,4.0,4.0
Room for rent in al khuwair,,"Al Khuwair, Muscat•",1000.0,1.0,1.0
Room for rent in wadi Kabir,,"Al Wadi Al Kabir, Muscat•",500.0,1.0,1.0
دور ارضي للايجار,55.0,"Salalah, Dhofar•",150.0,3.0,3.0
شقة للايجار اليومي daily rent apartment,2000.0,"Bosher, Muscat•",120.0,2.0,1.0
"""Beautiful apartments available for family """,,"Al Mawaleh, Muscat•",95.0,3.0,3.0
room for rent,65.0,"Barka, Al Batinah•",5555.0,2.0,2.0
BED SPACE FOR RENT BACHELOR -35 OMR,35.0,"Barka, Al Batinah•",10.0,0.0,1.0
للايجار فيلا في المعبيلة السابعه,380.0,"Al Maabilah, Muscat•",290.0,5.0,4.0
Bad space,,"Al Wadi Al Kabir, Muscat•",12.0,1.0,1.0
للايجار غرفه و دورة المياه For rent a room with toilet,70.0,"Al Maabilah, Muscat•",66.0,1.0,1.0
غرف و شقق للايجار اليومي اثاث جديد صلاله,15.0,"Salalah, Dhofar•",30.0,1.0,1.0
شقة للإيجار في صلالة ٩٥٩٦٠٠٧٩,200.0,"Salalah, Dhofar•",120.0,2.0,2.0
Family room available,,"Al Hail, Muscat•",222.0,1.0,1.0
فله للاجار for rent  العيجه 2,130.0,"Sur, Al Sharqiya•",200.0,3.0,4.0
الايجار فترة الخريف يومي,100.0,"Salalah, Dhofar•",360.0,5.0,4.0
شقة للايجار مفروشة,170.0,"Salalah, Dhofar•",106.0,2.0,2.0
Villa & Flats for rent,155.0,"Mutrah, Muscat•",110.0,2.0,2.0
Sorcial Ramzan offer 1bhkfullyfurnished  in bosher st,,"Bosher, Muscat•",70.0,1.0,1.0
18th Nov room + bathroom + kitchen fully furnished including utilities,230.0,"Azaiba, Muscat•",50.0,1.0,1.0
لدينا شقق وفلل وتاون هاوس واستوديوهات في صلالة وهوانا,,"Salalah, Dhofar•",88.0,1.0,1.0
Room for rent,,"Al Hail, Muscat•",100.0,1.0,1.0
Room rent,60.0,"Ruwi, Muscat•",100.0,1.0,1.0
شاليه لتين في نزوى/ حارة العقر,70.0,"Nizwa, Al Dakhiliya•",150.0,4.0,3.0
مطلوب بيت للإيجار في بركة الموز,,"Nizwa, Al Dakhiliya•",200.0,2.0,2.0
Looking for a flat or ground floor of a villa for rent,200.0,"Madinat As Sultan Qaboos, Muscat•",60.0,2.0,1.0
Fully Furnished For Rent 2+1 Bhk Flat In Al Ghubra North,500.0,"Al Ghubrah, Muscat•",125.0,3.0,3.0
Luxury apartment in a very prime location in Al Khuwair,320.0,"Bosher, Muscat•",77.0,2.0,1.0
Single Room for Rent With Sharing bathroom for bachelor's/9732 8426,,"Al Hail, Muscat•",280.0,1.0,1.0
Room For Rent,,"Al Amarat, Muscat•",21.0,1.0,1.0
Room for rent in 3bhk,90.0,"Darsait, Muscat•",10.0,1.0,1.0
عبري . النهضة,250.0,"Ibri, Al Dhahirah•",1078.0,,
محل للايجار 26 متر في الخوير,450.0,"Al Khuwair, Muscat•",26.0,,
Office For rent,,"Ghala, Muscat•",356.0,,
Garage or store for rent,,"Al Wadi Al Kabir, Muscat•",500.0,,
شقة متميزة للإيجار اليومي بموقع رائع في صلالة,,"Salalah, Dhofar•",120.0,2.0,2.0
فيلا  للايجار في المعبيلة جديده أول ساكن,600.0,"Al Maabilah, Muscat•",350.0,6.0,5.0
Sharing Room,45.0,"Ruwi, Muscat•",20.0,3.0,3.0
Furnished two beadroom flat for rent near ISD,200.0,"Darsait, Muscat•",100.0,3.0,2.0
فيلا للإيجار اليومي Villa for daily rent,,"Salalah, Dhofar•",500.0,4.0,4.0
شقة للإيجار في مدينة السلطان قابوس,480.0,"Madinat As Sultan Qaboos, Muscat•",150.0,3.0,3.0
شقه للإيجار الاسبوعى والشهرى,150.0,"Salalah, Dhofar•",120.0,2.0,2.0
Shop for Rent 6 No Road Mabelah محل للإيجار 6 شارع المعبيلة,,"Al Maabilah, Muscat•",27.0,,
استراحه للايجار في بركا,,"Barka, Al Batinah•",1500.0,5.0,3.0
شقه للايجار,,"Sohar, Al Batinah•",111.0,2.0,3.0
Furnished Rooms for daily RENT غرف مفروشة للايجار اليومى,12.0,"Al Duqum, Al Wusta•",25.0,1.0,1.0
furnished studio for rent,,"Azaiba, Muscat•",150.0,1.0,1.0
صلاله,20.0,"Salalah, Dhofar•",70.0,1.0,1.0
2BHK Apartment FOR RENT in Al Khuwair,,"Al Khuwair, Muscat•",100.0,2.0,2.0
1BHK for Rent,180.0,"Ghala, Muscat•",200.0,2.0,1.0
For Rent- 1 BEDROOM,285.0,"Muscat Hills, Muscat•",73.0,1.0,1.0
Furnihed studio in mabellah,120.0,"Al Maabilah, Muscat•",200.0,1.0,1.0
شقق للايجار اليومي في صلاله,111.0,"Salalah, Dhofar•",90.0,2.0,2.0
العذيبة,10.0,"Azaiba, Muscat•",10.0,1.0,1.0
العذيبه,10.0,"Azaiba, Muscat•",100.0,1.0,1.0
room for rent alhail,80.0,"Al Hail, Muscat•",100.0,1.0,1.0
main gate,,"Qurum, Muscat•",100.0,1.0,1.0
شقه للايجار اليومي (17 ر. ع ) الخوض قريب جامعة السلطان قابوس,50.0,"Al Khoud, Muscat•",100.0,2.0,3.0
شقق و غرف للايجار,15.0,"Salalah, Dhofar•",2222.0,1.0,1.0
غرفه للايجار,125.0,"Bosher, Muscat•",20.0,1.0,1.0
غرف للايجار,100.0,"Al Seeb, Muscat•",50.0,1.0,1.0
محل للايجار الموالح ١١,,"Al Mawaleh, Muscat•",67.0,0.0,1.0
fully furnished flat in north alghbrah شقه مؤثثه في الغبره الشمالية,,"Azaiba, Muscat•",68.0,1.0,1.0
furnished new villa,,"Al Khoud, Muscat•",450.0,7.0,6.0
Monthy /Daily/ 7 Riyal Rooms Available 76413125,,"Al Ghubrah, Muscat•",200.0,1.0,1.0
متوفر لدينا غرف للايجار  في صلاله,50.0,"Salalah, Dhofar•",200.0,2.0,3.0
ارضين شبك للايجار في بركاء حي العزه تصلح لمخزن او استراحه,150.0,"Barka, Al Batinah•",1216.0,,
شقة للإيجار في المعبيلة الجنوبية قرب من بدر السماء,150.0,"Al Maabilah, Muscat•",80.0,2.0,2.0
Roommate Wanted – Share 2BHK Apartment (Behind Indian School),,"Al Wadi Al Kabir, Muscat•",15.0,2.0,2.0
Room for rent,,"Muscat - Other, Muscat•",70.0,1.0,1.0
محلات للايجار,50.0,"Al Masn'a, Al Batinah•",622.0,,
استراحة (VIONA CHALLET   (99399848,100.0,"Barka, Al Batinah•",450.0,5.0,2.0
in wadi adai,,"Al Hamriyah, Muscat•",210.0,1.0,1.0
شقة استوديو للإيجار بمدينة سندان Sandn city,100.0,"Barka, Al Batinah•",44.2,1.0,1.0
House shiffting service all Muscat oman and Dubai to Muscat oman,,"Ruwi, Muscat•",98.0,3.0,2.0
furnished apartments  for rent monthly,,"Salalah, Dhofar•",300.0,2.0,2.0
room to rent in hawana 25 rials daily,,"Salalah, Dhofar•",200.0,1.0,1.0
"Accommodation With Water, Internet, Electricity",125.0,"Azaiba, Muscat•",15.0,1.0,1.0
"Independent Room with Balcony Near Sultan Center, Elec, Water & Intern",110.0,"Azaiba, Muscat•",10.0,1.0,1.0
Lovely Flat including  all bills Alkwair33,299.0,"Al Khuwair, Muscat•",85.0,2.0,1.0
Aziba villa for rent 4+1,600.0,"Azaiba, Muscat•",350.0,5.0,4.0
ظفار صلاله,50.0,"Salalah, Dhofar•",600.0,2.0,4.0
ظفار صلاله,50.0,"Salalah, Dhofar•",1000.0,3.0,6.0
صحلنوت,,"Salalah, Dhofar•",600.0,7.0,5.0
BED SPACE AVAILABLE FOR MEN  AT WADI KABIR,30.0,"Al Bustan, Muscat•",1000.0,1.0,1.0
Apartment for rent 120 OMR,,"Al Amarat, Muscat•",600.0,3.0,2.0
Single room for rent in Ruwi,,"Ruwi, Muscat•",12.0,1.0,1.0
Bed space Available In Bousher,50.0,"Bosher, Muscat•",150.0,1.0,1.0
2 bhk flat for rent in Alkhuwair,350.0,"Al Khuwair, Muscat•",120.0,2.0,2.0
sharing accomodation near ISM available,,"Darsait, Muscat•",10.0,1.0,1.0
شقق في هوانا صلاله,60.0,"Salalah, Dhofar•",75.0,1.0,1.0
room rent,110.0,"Ruwi, Muscat•",16.0,1.0,1.0
5 bhk Villa for rent in Qurum 29,550.0,"Qurum, Muscat•",600.0,6.0,5.0
Room with attach bathroom kicahan and hall,80.0,"Al Seeb, Muscat•",22.0,1.0,1.0
Room for rent at al hail North for both family and Bechelor available,,"Al Hail, Muscat•",100.0,1.0,1.0
إستراحة راقيه للإيجار اليومي. . . Farmhouse for daily rent,60.0,"Barka, Al Batinah•",300.0,7.0,3.0
غرف ديلوكس فندقيه للايجار اليومي بصلاله لموسم الخريف,20.0,"Salalah, Dhofar•",20.0,1.0,1.0
فيلا فخمة و انيقة للإيجار اليومي صحلنوت,80.0,"Salalah, Dhofar•",300.0,3.0,3.0
مطلوب شقة للايجار بالقرب من مستشفى صحار,75.0,"Sohar, Al Batinah•",60.0,1.0,1.0
الخير مسقط,160.0,"Al Khuwair, Muscat•",50.0,1.0,1.0
Room+bathroom+kitchen  rent in Mobala include eclectic water and wifi,100.0,"Al Maabilah, Muscat•",40.0,1.0,1.0
ارخص عرض فالمعبيله غرفة ومطبخ وحمام ودورة مياه فقط بـ ٧٠ ريال,70.0,"Al Maabilah, Muscat•",16.0,1.0,1.0
2 BHK for Rent IN Lagoon residence at Al Mouj,,"The Wave (Almouj), Muscat•",150.0,2.0,2.0
شقه للأجار موقع معبيله الجنوبيه قريب جامع عزان بن قيس جميع الخدمات,170.0,"Al Maabilah, Muscat•",10.0,2.0,2.0
High quality fully furnished apartment,450.0,"Al Hail, Muscat•",150.0,2.0,2.0
بيت الفلج,170.0,"Muscat - Other, Muscat•",110.0,2.0,2.0
2bhk for rent with furniture,,"Ghala, Muscat•",300.0,2.0,2.0
استديو وغرف للايجار السعر شامل,90.0,"Al Khuwair, Muscat•",50.0,1.0,1.0
استديو للايجار بالخوير والغبر والمولاح ةالحيل,100.0,"Al Mawaleh, Muscat•",100.0,1.0,1.0
عرض الخريف لحق ماتلحق شقه ب15,50.0,"Salalah, Dhofar•",150.0,2.0,2.0
Room for Rent,,"Al Khoud, Muscat•",25.0,1.0,1.0
غرفة مفروشة في الحيل الجنوبية للإيجار السنوي,100.0,"Al Hail, Muscat•",25.0,1.0,1.0
Amazing deal -2 BHK Residential Aprts in Al Khuwair 33,225.0,"Al Khuwair, Muscat•",90.0,2.0,2.0
Spacious 2BHK Residential Flats available in Al Qurum (PDO-Gate no. 2),275.0,"Qurum, Muscat•",120.0,3.0,2.0
1bhk for rent in gubrah near bank muscat,170.0,"Bosher, Muscat•",80.0,1.0,1.0
2 bedrooms furnished flat for rent near Bank muscat Gubraha,270.0,"Al Ghubrah, Muscat•",90.0,2.0,2.0
Spacious Furnished apartment for rent,,"Al Khoud, Muscat•",220.0,3.0,2.0
غرف وشقق للايجار اليومي والاسبوعي في العامرات,10.0,"Al Amarat, Muscat•",350.0,1.0,1.0
شقة للايجار,1500.0,"Al Hail, Muscat•",110.0,2.0,1.0
1 bedroom apartment is available for rent,,"Salalah, Dhofar•",111.0,1.0,1.0
Twin Villa for Rent in Madinat Sultan Qaboos,,"Madinat As Sultan Qaboos, Muscat•",250.0,4.0,4.0
المصنعه | مقابل المركز شرطه القديم / في بيوت التعويض,200.0,"Al Masn'a, Al Batinah•",230.0,5.0,4.0
عوقد الشمالية,90.0,"Salalah, Dhofar•",400.0,3.0,4.0
room for rent,,"Azaiba, Muscat•",75.0,1.0,1.0
VILLA FOR RENT IN QRUM,,"Qurum, Muscat•",1045.0,5.0,5.0
villa for rent,,"Sadah, Dhofar•",160.0,4.0,4.0
Room for Rent for working lady or Single Family in Alkhuwair,,"Al Khuwair, Muscat•",100.0,1.0,1.0
1 Bedroom apartment in muscat hills for daily rent 35 riyal,,"Muscat Hills, Muscat•",100.0,2.0,1.0
shed / warehouse for rent,,"Sohar, Al Batinah•",2150.0,,
"Room for rent couple , bachelor",100.0,"Azaiba, Muscat•",10.0,1.0,1.0
ROOM FOR RENT DAILY,,"Salalah, Dhofar•",300.0,2.0,3.0
Furnished 2 Bedroom Apartment with Maid Room at Al Khuwair - Al Amal B,320.0,"Al Khuwair, Muscat•",92.0,2.0,2.0
Room for Indian bachelor furnished,,"Qurum, Muscat•",390.0,1.0,1.0
Room with sharing toilet for bachelor omani,,"Qurum, Muscat•",290.0,1.0,1.0
Room for rent,60.0,"Ruwi, Muscat•",25.0,1.0,1.0
مسقط وبركاء,,"Barka, Al Batinah•",600.0,3.0,2.0
Bed space 20 rial urgent al ghubra,20.0,"Al Ghubrah, Muscat•",99.0,1.0,1.0
Showroom for Rent,,"Sohar, Al Batinah•",40.0,,
شقق للايجار في صلالة,50.0,"Salalah, Dhofar•",100.0,2.0,2.0
Room available for sharing,50.0,"Al Hail, Muscat•",50.0,1.0,1.0
"(girls only) Fresh apartment for rent in Bosher, Main Al Maha Street",,"Bosher, Muscat•",20.0,1.0,1.0
Darsait Warehouse for Rent,,"Darsait, Muscat•",255.0,,
Executive well maintained room for rent in muttrah,100.0,"Mutrah, Muscat•",12.0,1.0,1.0
بيت ارضين للإيجار,80.0,"Mirbat, Dhofar•",1200.0,5.0,4.0
تتوفر شقق فاخرة وفاخرة,,"Salalah, Dhofar•",1000.0,2.0,3.0
2 BHK Apartment full furnished in Muscat Hills,600.0,"Muscat Hills, Muscat•",100.0,3.0,2.0
BedSpace for Rent In AL KHEWAIR for lady,65.0,"Al Khuwair, Muscat•",25.0,1.0,1.0
BedSpace for Rent In AL KHEWAIR for lady,50.0,"Al Khuwair, Muscat•",33.0,1.0,1.0
House shiffting professional carpenter service,,"Ghala, Muscat•",65.0,3.0,2.0
"2 bedroom apartment in nour, Qurum",,"Qurum, Muscat•",300.0,1.0,2.0
1 bedroom noor qurum apartment,280.0,"Qurum, Muscat•",250.0,1.0,2.0
in aziba sharing flat,99.0,"Azaiba, Muscat•",120.0,2.0,2.0
شقه للايجار 3غرف مفروش في بوشر,325.0,"Bosher, Muscat•",120.0,3.0,3.0
يوجد لدينا استديوهات عباره عن غرفه وحمام ومطبخ بمسقط اسعار تبدأ من 100,100.0,"Al Hail, Muscat•",30.0,1.0,1.0
شقه للايجار1غرفه نصف مفروش في منطقه بوشر شارع الكليات مقابل الدولفين,220.0,"Bosher, Muscat•",70.0,2.0,1.0
MODERN HOME,,"Azaiba, Muscat•",200.0,6.0,6.0
فيلا راقية جديدة,700.0,"Qurum, Muscat•",375.0,5.0,4.0
2 BHK flat for rent on daily basis,,"Salalah, Dhofar•",300.0,1.0,2.0
Roome for shairing and roome for rent full roome 90 riyal  shairing 45,90.0,"Al Khuwair, Muscat•",45.0,1.0,1.0
Roome for rent alkuwair,,"Al Khuwair, Muscat•",40.0,1.0,1.0
FURNISHED APARTMENTS FOR RENT,500.0,"Qurum, Muscat•",130.0,3.0,2.0
غرفة مفروشه للايجار شهري (80)  Furnished Room For Ren,80.0,"Barka, Al Batinah•",200.0,1.0,1.0
stor for rnt,1000.0,"Barka, Al Batinah•",1000.0,,
room for rent,120.0,"Azaiba, Muscat•",20.0,1.0,1.0
غرفه جنب سوق البنغالية ومكه هايبر ماركت للايجار,30.0,"Barka, Al Batinah•",30.0,1.0,1.0
94052673Bathroom attached rooms. alkhuwair. con. no. 94052673,100.0,"Al Khuwair, Muscat•",999.0,1.0,1.0
Flat for rent 2 bedroom at Darsait Near ISM,275.0,"Darsait, Muscat•",110.0,3.0,2.0
flat for rent penthouse with private pool,550.0,"Muscat Hills, Muscat•",140.0,3.0,2.0
صحم حفيت,60.0,"Saham, Al Batinah•",27.0,1.0,1.0
Azaming luxury 1BHK apartment in Al Mouj Marina view ready to move,,"The Wave (Almouj), Muscat•",94.0,2.0,1.0
Room for Rent,,"Al Hail, Muscat•",100.0,1.0,1.0
Executive Bachelor Room in  Al Khuwair Available from December 1st!,,"Al Khuwair, Muscat•",400.0,1.0,1.0
Room for rent @alkuwair near Km hyper market behind kfc,,"Al Khuwair, Muscat•",350.0,1.0,1.0
Moon house furnished apartment,,"Salalah, Dhofar•",60.0,2.0,2.0
شقة طابق اول في المعبيلة الثامنة,130.0,"Al Maabilah, Muscat•",140.0,3.0,3.0
moon house furnished apartment,,"Salalah, Dhofar•",100.0,2.0,2.0
شاليه للايجار اليومي في المعبيله,50.0,"Al Maabilah, Muscat•",130.0,2.0,2.0
Modern 1BHK Apartment for Rent in Muscat Hills,,"Muscat Hills, Muscat•",71.0,2.0,1.0
متاح غرف بحمام في عوقد بالقرب من صلالة مول ونستو  اليوم ب ١٣ ريال,13.0,"Salalah, Dhofar•",50.0,1.0,1.0
شقة فاخرة مفروشة للإيجار اليومي في منطقة السعاده الشمالية,30.0,"Salalah, Dhofar•",100.0,1.0,2.0
شقه للايجار بالقوف,50.0,"Salalah, Dhofar•",200.0,2.0,2.0
محل للإيجار في موقع مميز على الشارع العام مباشرة بصحار,,"Sohar, Al Batinah•",25.0,,
Lovely Room for Rent,90.0,"Al Maabilah, Muscat•",15.8,1.0,1.0
Family Room for Rent,,"Al Seeb, Muscat•",136.0,1.0,1.0
شقة مفروشة للايجار اليومي,,"Salalah, Dhofar•",100.0,1.0,2.0
Al Falah furnish rooms,20.0,"Salalah, Dhofar•",15.0,1.0,1.0
Room for daily rent,,"Salalah, Dhofar•",10.0,2.0,2.0
فيلل وشقق للإيجار اليومي,110.0,"Salalah, Dhofar•",300.0,5.0,5.0
مزرعة للايجار في مسقط منطقة جحلوت العامرات,450.0,"Al Amarat, Muscat•",14000.0,,
only WhatsApp,110.0,"Azaiba, Muscat•",25.0,1.0,1.0
Rental Addendum,100.0,"Al Maabilah, Muscat•",100.0,1.0,1.0
ملحق ايجار,100.0,"Al Maabilah, Muscat•",100.0,1.0,1.0
غرفة للإيجار في وسط الخوير,100.0,"Bosher, Muscat•",40.0,1.0,1.0
محلات تجاريه جديده للإيجار في محطة نفط عمان صحار فلج القبائل,170.0,"Sohar, Al Batinah•",32.0,,
Room for rent in Al khuwair,,"Al Khuwair, Muscat•",10.0,1.0,1.0
ubruzxurxttkxxtjktxcti,,"Al Ghubrah, Muscat•",98.0,3.0,2.0
House shiffting professional carpenter service,,"Al Hail, Muscat•",98.0,3.0,2.0
غرف للإيجار المعبيلة,,"Al Maabilah, Muscat•",111.0,1.0,1.0
House shifting professional carpenter service h,,"Al Khuwair, Muscat•",65.0,3.0,2.0
room for rent,75.0,"Al Maabilah, Muscat•",10.0,2.0,1.0
tjzrzjxiyxitxtixxitkjt tjx,,"Al Khoud, Muscat•",98.0,3.0,2.0
فلةللايجار اليومي في صحلنوت مقابل شارع الفاروق,100.0,"Salalah, Dhofar•",415.0,6.0,4.0
استوديو للايجار,130.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0
Executive Bachelor Single Room (FLAT ) 4 Floor,120.0,"Ghala, Muscat•",10.0,1.0,1.0
شقة للايجار في الخوض السادسة للطلاب,200.0,"Al Khoud, Muscat•",100.0,3.0,3.0
فيلا للايجار في العذيبة الشمالية بموقع مميز,,"Azaiba, Muscat•",400.0,6.0,5.0
shop for rent in Mabella,500.0,"Al Maabilah, Muscat•",26.0,,
غرف الايجار اليومي في صحنوت الشماليه متوفره من 16/8,20.0,"Salalah, Dhofar•",300.0,1.0,1.0
Executive  Bachelor  looking  for a Room,,"Al Maabilah, Muscat•",100.0,1.0,1.0
صلاله، الزاوية,50.0,"Salalah, Dhofar•",95.0,2.0,2.0
Looking for Executives Sharing Flat,125.0,"Azaiba, Muscat•",12.0,1.0,1.0
Looking for an Executive for flat Sharing,,"Azaiba, Muscat•",12.0,1.0,1.0
office for Rent,,"Bosher, Muscat•",70.0,,
شقق مفروشه للايجار اليومي في صلاله,25.0,"Salalah, Dhofar•",88.0,2.0,2.0
غرفة الإيجار اليومي - صلالة,15.0,"Salalah, Dhofar•",25.0,1.0,1.0
flat avaible. for fanily and room for single person,,"Ruwi, Muscat•",32.0,1.0,1.0
شقه للايجار المعبيله الجنوبيه شارع ٩٩,190.0,"Al Maabilah, Muscat•",160.0,2.0,2.0
luxury 1 BHK apartment muscat bousher,,"Bosher, Muscat•",73.0,2.0,1.0
Room rent,,"Al Khuwair, Muscat•",10.0,2.0,3.0
غرفة للايجار في غلا/الغبرة room ghala,,"Ghala, Muscat•",800.0,1.0,1.0
فلة جديدة للايجار اليومي صلالة صحنلوت,185.0,"Salalah, Dhofar•",350.0,9.0,7.0
"Single room, seperate toilet and sharing kitchen",75.0,"Al Hail, Muscat•",10.0,1.0,1.0
Studio flat for rent,,"Al Khuwair, Muscat•",80.0,1.0,
غرفه الايجار اليومي في صحلنوت الشماليه متوفر من 8/8,25.0,"Salalah, Dhofar•",300.0,1.0,1.0
شقق و غرف للايجار,300.0,"Salalah, Dhofar•",150.0,2.0,2.0
شقه مفروشه الايجار اليومي في صحلنوت الشماليه متوفره من 10/8,50.0,"Salalah, Dhofar•",300.0,2.0,2.0
Sharing room only with one person,55.0,"Al Ghubrah, Muscat•",60.0,1.0,1.0
ارض للبيع بولاية قريات فنس,10000.0,"Qurayyat, Muscat•",600.0,,
Dreams HAWANA Salalah - Forest Island- Ground Floor with Garden,,"Salalah, Dhofar•",60.0,1.0,1.0
شقة فاخرة فى منتجع هوانا صلالة,,"Salalah, Dhofar•",60.0,1.0,1.0
"bedroom attached bathroom rent 120 including water, electricity WiFi",,"Al Khuwair, Muscat•",100.0,1.0,1.0
"bedroom attached bathroom rent 120 including water, electricity WiFi",,"Azaiba, Muscat•",100.0,1.0,1.0
إيجار يومي خريف صلاله,50.0,"Salalah, Dhofar•",130.0,2.0,3.0
شقق وفلل الايجار في خريف ظفار,50.0,"Salalah, Dhofar•",12.0,3.0,3.0
ready to move office space in CBD,,"Darsait, Muscat•",350.0,,
فيلا ف عوقد مربع ب,80.0,"Salalah, Dhofar•",360.0,4.0,3.0
well Furnished room with attached washroom near Ghubra Emirates market,130.0,"Al Ghubrah, Muscat•",14.0,1.0,1.0
Appartment for rent in SALALAH,,"Salalah, Dhofar•",80.0,2.0,2.0
Room at Ghala,,"Ghala, Muscat•",50.0,1.0,1.0
seeb souq,,"Al Seeb, Muscat•",50.0,1.0,2.0
House shiffting professional carpenter service,,"Ruwi, Muscat•",95.0,2.0,2.0
House shiffting professional carpenter service,,"Darsait, Muscat•",95.0,3.0,2.0
إيجار في صلالة - السعادة الشمالية -مفروشة بالكامل وجديدة كليا، 27 ريال,3500.0,"Salalah, Dhofar•",10.0,1.0,2.0
للاخلاء محل في المعبيلة الصناعيةموقع مميز على الشارع و مساحة كبيرة,,"Al Maabilah, Muscat•",25.0,,
Hawana Salalah,,"Salalah, Dhofar•",80.0,1.0,1.0
room for rent fully furnished attached big washroom,85.0,"Qurum, Muscat•",54515.0,1.0,1.0
شقة مفروشة للإيجار اليومي صلالة السعادة  شمالية,50.0,"Salalah, Dhofar•",100.0,1.0,2.0
مكاتب للإيجار,220.0,"Al Mawaleh, Muscat•",42.0,,
sharing room in alkhodh suaq,40.0,"Al Khoud, Muscat•",100.0,1.0,1.0
flat for rent In 5 number,,"Salalah, Dhofar•",55.0,2.0,4.0
تأجير مكتب,220.0,"Al Mawaleh, Muscat•",42.0,,
غرف وشقق وفلل للإيجار,1111.0,"Salalah, Dhofar•",10.0,1.0,1.0
Executive Bachelor's Accommodation,75.0,"Al Khuwair, Muscat•",110.0,1.0,1.0
NEAT AND CLEAN FLATS FOR DAILY RENT,,"Salalah, Dhofar•",100.0,2.0,2.0
bed space for men,,"Al Ghubrah, Muscat•",120.0,1.0,1.0
شقة للإيجار في العامرات الوليجة موقع ممتاز جداً,150.0,"Al Amarat, Muscat•",151.0,3.0,3.0
room for rent,,"Al Hail, Muscat•",10.0,1.0,1.0
Sharing apartment,100.0,"Qurum, Muscat•",10.0,1.0,1.0
Modern 4BHK Villa in Barka | 6 Baths | Spacious & Private,250.0,"Barka, Al Batinah•",270.0,6.0,4.0
غرف مفروشه للايجار. المعبيله الجنوبية,110.0,"Al Maabilah, Muscat•",40.0,1.0,1.0
"Azaiba South ,Ghala (Studio Room with Electricity,water & wifi)",,"Azaiba, Muscat•",50.0,1.0,1.0
"Room for rent in khwair Nour Supermarket,Free wifi,electric and water",85.0,"Al Khuwair, Muscat•",12.0,1.0,1.0
Flat for rent in Wadi kabair.,,"Al Wadi Al Kabir, Muscat•",95.0,2.0,3.0
منزل للايجار - بركاء الرميس,700.0,"Barka, Al Batinah•",300.0,5.0,4.0
APARTMENT 2BHK FULLY FURNISHED FOR RENT,325.0,"Bosher, Muscat•",115.0,3.0,2.0
المعبيله,100.0,"Al Maabilah, Muscat•",1000.0,,
المكتب للايجار بناية بافيليون مسقط هيلز Office for rent,650.0,"Muscat Hills, Muscat•",81.02,,
2bhk flat with Ac 150/= Wadikaber Behaind pinior hetel,150.0,"Al Wadi Al Kabir, Muscat•",120.0,3.0,2.0
House villa shiffting service all Muscat oman and Dubai to Muscat oman,,"Azaiba, Muscat•",95.0,5.0,4.0
House villa shiffting service professional carpenter service,,"Al Maabilah, Muscat•",65.0,5.0,4.0
شقية مفروشة فرش جديد قريبة من جميع الخدمات والفعاليات,,"Salalah, Dhofar•",125.0,2.0,3.0
House shiffting professional carpenter service,,"Al Maabilah, Muscat•",68.0,3.0,2.0
شقة الايجار الموالح بالقرب دوائر المائدة و مركز لفير,260.0,"Al Mawaleh, Muscat•",180.0,3.0,3.0
"""Beautiful flat for rent """,180.0,"Al Khoud, Muscat•",85.0,2.0,2.0
